id,model,input_tokens,output_tokens,latency_ms,raw_answer,correct
gsm8k_52,gemini-3.1-flash-lite,58,166,4910,"To find the total number of tickets used, you can calculate the number of rides each person took or the total number of rides taken altogether.  **1. Calculate the total number of rides:** *   **Roller coaster:** Pam rode 2 times and Fred rode 4 times.      *   2 + 4 = 6 rides *   **Luge:** Both Pam and Fred rode 2 times each.     *   2 + 2 = 4 rides *   **Total rides:** 6 + 4 = 10 rides  **2. Calculate the total tickets used:** *   Each ride costs 6 tickets. *   10 rides × 6 tickets per ride = 60 tickets  They used **60 tickets** that day.",True
gsm8k_53,gemini-3.1-flash-lite,57,140,4319,"To find the number of fourth-grade boys who were at school on Friday, follow these steps:  1.  **Find the total number of boys:**     There are 96 fourth-graders in total, and 43 of them are girls.     $96 - 43 = 53$ boys.  2.  **Find the number of boys present on Friday:**     There were 53 boys total, and 4 boys were absent on Friday.     $53 - 4 = 49$ boys.  **Answer:** There were **49** fourth-grade boys at Small Tree School on Friday.",True
gsm8k_54,gemini-3.1-flash-lite,50,155,2547,"To calculate the total cost, we break down the price of each of the 4 phones:  1.  **Phone 1:** Full price = **$600** 2.  **Phone 2:** Full price = **$600** 3.  **Phone 3:** Half price ($600 ÷ 2) = **$300** 4.  **Phone 4:** Half price ($600 ÷ 2) = **$300**  **Total:** $600 + $600 + $300 + $300 = **$1,800**  John paid **$1,800** for all four phones.",False
gsm8k_55,gemini-3.1-flash-lite,50,140,4609,"To find out how many marbles Mazie gave to Darla, we can follow these steps:  1.  **Find out how many marbles Dallas has in his possession:**     Dallas has 21 marbles after dropping 4. This means he started with $21 + 4 = 25$ marbles.  2.  **Calculate how many marbles are left for Darla:**     Mazie started with 52 marbles. If Dallas received 25 of them, we subtract that amount from the total:     $52 - 25 = 27$  **Conclusion:** Mazie gave **27** marbles to Darla.",True
gsm8k_56,gemini-3.1-flash-lite,58,173,5525,"To calculate the total cost, we first need to categorize the items into food and nonfood items:  **Food items:** *   Milk: $2 *   Eggs: $3 *   **Subtotal:** $5  **Nonfood items:** *   Light bulbs: $3 *   Cups: $3 *   Roach traps: $4 *   **Subtotal:** $10  **Calculate Tax:** The 10% tax applies only to the nonfood items: *   $10 × 0.10 = **$1 tax**  **Calculate Total Cost:** *   Food: $5 *   Nonfood: $10 *   Tax: $1 *   **Total: $16**  Everything cost **$16**.",True
gsm8k_57,gemini-3.1-flash-lite,79,254,6191,"To find the final temperature of the house, we can break the problem down into two steps:  **Step 1: Baking** *   The starting temperature is 40 degrees. *   The oven is on for 3 hours. *   The temperature rises by 5 degrees each hour: $3 \text{ hours} \times 5 \text{ degrees/hour} = 15 \text{ degrees}$. *   Temperature after baking: $40 + 15 = 55 \text{ degrees}$.  **Step 2: Opening the window** *   The window is open for 30 minutes. *   The house cools down 2 degrees every 10 minutes. *   Calculate how many 10-minute intervals are in 30 minutes: $30 / 10 = 3 \text{ intervals}$. *   Total temperature drop: $3 \text{ intervals} \times 2 \text{ degrees/interval} = 6 \text{ degrees}$. *   Final temperature: $55 - 6 = 49 \text{ degrees}$.  The house's final temperature is **49 degrees**.",True
gsm8k_58,gemini-3.1-flash-lite,67,132,3494,"To find out what place Finley finished in, let's track her position step-by-step:  1.  **Starting position:** 1st place 2.  **Fell back 5 spots:** 1 + 5 = 6th place 3.  **Moved ahead 2 spots:** 6 - 2 = 4th place 4.  **Fell behind 3 spots:** 4 + 3 = 7th place 5.  **Jumped ahead 1 spot:** 7 - 1 = 6th place  Finley finished the race in **6th place**.",True
gsm8k_59,gemini-3.1-flash-lite,57,173,4815,"To find the height of the second bounce, we calculate the height step by step:  1.  **Starting height:** The balcony is on the third floor. Since each story is 24 feet high, the height from the ground is $3 \times 24 = 72$ feet. 2.  **First bounce:** After the first bounce, the ball reaches 2/3 of the starting height:     $72 \times \frac{2}{3} = 48$ feet. 3.  **Second bounce:** After the second bounce, the ball reaches 2/3 of the height of the first bounce:     $48 \times \frac{2}{3} = 32$ feet.  The ball goes **32 feet** high on its second bounce.",True
gsm8k_60,gemini-3.1-flash-lite,39,250,5150,"To find the total number of fruits, we need to determine the number of apples and bananas for both Andrea and Jamal.  **1. Determine the number of apples:** *   Andrea has **52 apples**. *   Andrea has 8 more apples than Jamal. Therefore, Jamal has $52 - 8 = \mathbf{44}$ **apples**.  **2. Determine the number of bananas:** *   Jamal has 4 more bananas than he has apples. Since Jamal has 44 apples, he has $44 + 4 = \mathbf{48}$ **bananas**. *   Andrea has half as many bananas as Jamal. Therefore, Andrea has $48 / 2 = \mathbf{24}$ **bananas**.  **3. Calculate the total number of fruits:** *   Andrea's fruits: 52 apples + 24 bananas = 76 fruits. *   Jamal's fruits: 44 apples + 48 bananas = 92 fruits. *   Total fruits: $76 + 92 = 168$.  There are **168** fruits in total.",True
gsm8k_61,gemini-3.1-flash-lite,87,185,4358,"To find out how much potato salad Ted needs, we can break it down by the amount eaten by adults and children:  1.  **Calculate the amount for the adults:**     *   There are 20 adults.     *   Each adult eats 10 lbs.     *   20 adults × 10 lbs = **200 lbs**  2.  **Calculate the amount for the children:**     *   Each child eats half as much as an adult (10 lbs ÷ 2 = 5 lbs).     *   There are 5 children.     *   5 children × 5 lbs = **25 lbs**  3.  **Calculate the total:**     *   200 lbs + 25 lbs = **225 lbs**  Ted needs to bring **225 pounds** of potato salad.",True
gsm8k_62,gemini-3.1-flash-lite,80,167,5782,"To find the number of people in the church, follow these steps:  1.  **Calculate the total number of cookies brought to the wedding:**     100 guests × 15 cookies per guest = 1,500 cookies.  2.  **Calculate how many cookies were given to the church:**     The bride gave 1/2 of the total cookies to the church.     1,500 cookies × 1/2 = 750 cookies.  3.  **Calculate how many people were in the church:**     Each person in the church received 15 cookies.     750 cookies ÷ 15 cookies per person = 50 people.  **Answer:** There were **50 people** in the church next door.",True
gsm8k_63,gemini-3.1-flash-lite,36,174,5651,"To find the total time, we need to calculate the peeling time and the cooking time separately.  **1. Peeling time:** Emily peels 6 shrimp per minute. To peel 90 shrimp: 90 shrimp ÷ 6 shrimp/minute = **15 minutes**  **2. Cooking time:** Emily sautes 30 shrimp in 10 minutes. This means it takes her 1 minute to cook 3 shrimp (30 ÷ 10 = 3). To cook 90 shrimp: 90 shrimp ÷ 3 shrimp/minute = **30 minutes**  **Total time:** 15 minutes (peeling) + 30 minutes (cooking) = **45 minutes**  It will take Emily **45 minutes** to peel and cook 90 shrimp.",True
gsm8k_64,gemini-3.1-flash-lite,57,105,4925,"To find the total number of DVDs Billy sold, you can break it down by customer group:  *   **First 3 customers:** 3 customers × 1 DVD each = 3 DVDs *   **Next 2 customers:** 2 customers × 2 DVDs each = 4 DVDs *   **Last 3 customers:** 3 customers × 0 DVDs each = 0 DVDs  3 + 4 + 0 = **7 DVDs**  Billy sold **7 DVDs** on Tuesday.",True
gsm8k_65,gemini-3.1-flash-lite,67,214,3976,"To find out how much water Hannah needs to drink, follow these steps:  **1. Calculate the total calories burned:** *   **Aerobics:** 2 hours × 500 calories/hour = 1,000 calories *   **Running:** 1 hour × 600 calories/hour = 600 calories *   **Total calories:** 1,000 + 600 = 1,600 calories  **2. Calculate the water needed:** *   The ratio is 100 ml of water per 200 calories. *   First, determine how many ""200-calorie units"" are in 1,600 calories:     1,600 ÷ 200 = 8 units *   Multiply the number of units by the water requirement:     8 × 100 ml = 800 ml  Hannah needs to drink **800 ml** of water.",True
gsm8k_66,gemini-3.1-flash-lite,55,212,5148,"To find the number of votes in favor of the regulation, we can set up a simple algebraic equation.  1. **Define the variables:**    * Let $x$ be the number of votes against the regulation.    * Since there are twice as many votes in favor, the number of votes in favor is $2x$.  2. **Set up the equation:**    The total number of people on the council is 33, so the sum of the votes in favor and the votes against must equal 33:    $$x + 2x = 33$$  3. **Solve for $x$:**    $$3x = 33$$    $$x = 11$$  4. **Calculate the number of votes in favor:**    Since the number of votes in favor is $2x$:    $$2 \times 11 = 22$$  **Answer:** There were **22** votes in favor of the new regulation.",True
gsm8k_67,gemini-3.1-flash-lite,80,206,4812,"To calculate how much Alicia spends in 5 weeks, first find the cost of one weekly drop-off:  *   **5 blouses** at $5.00 each: 5 × $5.00 = $25.00 *   **2 pants** at $8.00 each: 2 × $8.00 = $16.00 *   **1 skirt** at $6.00 each: 1 × $6.00 = $6.00  **Total cost per week:** $25.00 + $16.00 + $6.00 = **$47.00**  To find the cost for 5 weeks, multiply the weekly total by 5: $47.00 × 5 = **$235.00**  Alicia spends **$235.00** on dry-cleaning in 5 weeks.",True
gsm8k_68,gemini-3.1-flash-lite,47,223,5928,"To find out how many weeks a 42 kg bag of rice will last, follow these steps:  **1. Calculate the rice consumption per day:** *   There are 5 members in the household. *   Each person eats 0.2 kg per meal. *   They eat rice twice a day (lunch and dinner). *   Daily consumption = 5 people × 0.2 kg/meal × 2 meals/day = **2 kg per day**.  **2. Calculate how many days the bag will last:** *   Total amount of rice = 42 kg. *   Daily consumption = 2 kg. *   Number of days = 42 kg ÷ 2 kg/day = **21 days**.  **3. Calculate how many weeks the bag will last:** *   There are 7 days in a week. *   Number of weeks = 21 days ÷ 7 days/week = **3 weeks**.  The 42 kg bag of rice will last **3 weeks**.",True
gsm8k_69,gemini-3.1-flash-lite,88,251,4295,"To find Millie's profit per hour, follow these steps:  **1. Calculate the total revenue:** *   Millie has 3 pitchers, and each pitcher holds 12 cups. *   Total cups = $3 \times 12 = 36$ cups. *   She sells each cup for $1, so total revenue = $36 \times \$1 = \$36$.  **2. Calculate the total profit:** *   Total cost of supplies = $18. *   Total profit = Total revenue - Total cost = $\$36 - \$18 = \$18$.  **3. Calculate the total time spent selling:** *   She sells 36 cups in total. *   She sells at a rate of 4 cups per hour. *   Total hours = $36 \div 4 = 9$ hours.  **4. Calculate the profit per hour:** *   Profit per hour = Total profit / Total hours *   Profit per hour = $\$18 / 9 \text{ hours} = \$2$ per hour.  Millie will make **$2** in profit per hour.",True
gsm8k_70,gemini-3.1-flash-lite,52,192,6451,"To find the total amount of ice cream made in 48 hours, we first need to determine the hourly production rate for each flavor.  **1. Calculate the hourly rate for each flavor:** *   **Chocolate:** 100 quarts / 2 hours = **50 quarts per hour** *   **Vanilla:** 50 quarts / 4 hours = **12.5 quarts per hour**  **2. Calculate the total hourly production rate:** *   Combined rate = 50 + 12.5 = **62.5 quarts per hour**  **3. Calculate the total for 48 hours:** *   Total = 62.5 quarts/hour × 48 hours *   Total = **3,000 quarts**  In 48 hours, the factory would make **3,000 quarts** of ice cream in total.",False
gsm8k_71,gemini-3.1-flash-lite,103,178,5284,"To find the total number of tons of fertiliser that reached the farmers, follow these steps:  1.  **Calculate the number of trucks that experienced mechanical failure:**     Total trucks = 20     Fraction that failed = 1/4     Failed trucks = 1/4 of 20 = **5 trucks**  2.  **Calculate the number of trucks that successfully delivered the fertiliser:**     Successful trucks = Total trucks - Failed trucks     Successful trucks = 20 - 5 = **15 trucks**  3.  **Calculate the total tonnage delivered:**     Each truck carries 20 tons.     Total tons = 15 trucks × 20 tons/truck = **300 tons**  **Conclusion:** A total of **300 tons** of fertiliser reached the farmers that day.",True
gsm8k_72,gemini-3.1-flash-lite,44,170,4672,"To calculate the total number of eggs and convert them into dozens, follow these steps:  1.  **Calculate the eggs for the first 30 days:**     3 eggs/day × 30 days = **90 eggs**  2.  **Calculate the eggs for the next 30 days:**     5 eggs/day × 30 days = **150 eggs**  3.  **Calculate the total number of eggs:**     90 + 150 = **240 eggs**  4.  **Convert the eggs into dozens:**     Since there are 12 eggs in a dozen:     240 ÷ 12 = **20 dozens**  Chester will need **20 dozens** of eggs for the 60 days.",True
gsm8k_73,gemini-3.1-flash-lite,43,105,5245,"To find out how much Lloyd earned, you first need to determine the total number of hours he worked and then multiply that by his hourly rate.  1.  **Calculate the total hours worked:**     5 hours (first week) + 8 hours (second week) = **13 hours**  2.  **Calculate the total earnings:**     13 hours × $10 per hour = **$130**  Lloyd earned **$130** for the first two weeks.",True
gsm8k_74,gemini-3.1-flash-lite,59,201,6585,"To determine how many boxes of graham crackers are needed, follow these steps:  **1. Calculate the total number of s'mores needed:** *   **Kids:** 9 kids × 2 s'mores each = 18 s'mores *   **Adults:** 6 adults × 1 smore each = 6 s'mores *   **Total:** 18 + 6 = **24 s'mores**  **2. Calculate how many s'mores one box provides:** *   One sleeve makes 8 s'mores. *   There are 3 sleeves in a box. *   3 sleeves × 8 s'mores per sleeve = **24 s'mores per box**  **3. Determine the number of boxes needed:** *   They need 24 s'mores and one box makes exactly 24 s'mores.  They will need **1 box** of graham crackers.",True
mmlu_0,gemini-3.1-flash-lite,73,1,6693,B,False
mmlu_1,gemini-3.1-flash-lite,220,1,2453,C,False
mmlu_2,gemini-3.1-flash-lite,102,1,2387,C,True
mmlu_3,gemini-3.1-flash-lite,163,1,643,D,True
mmlu_4,gemini-3.1-flash-lite,67,1,927,C,True
mmlu_5,gemini-3.1-flash-lite,137,1,519,B,True
mmlu_6,gemini-3.1-flash-lite,514,1,805,B,True
mmlu_7,gemini-3.1-flash-lite,124,1,554,B,True
mmlu_8,gemini-3.1-flash-lite,70,1,567,C,True
mmlu_9,gemini-3.1-flash-lite,93,1,465,C,True
mmlu_10,gemini-3.1-flash-lite,126,1,667,D,True
mmlu_11,gemini-3.1-flash-lite,196,1,669,C,False
mmlu_12,gemini-3.1-flash-lite,121,1,474,D,True
mmlu_13,gemini-3.1-flash-lite,111,1,896,C,True
mmlu_14,gemini-3.1-flash-lite,0,0,0,"ERROR: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 15, model: gemini-3.1-flash-lite\nPlease retry in 51.977518734s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-3.1-flash-lite'}, 'quotaValue': '15'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '51s'}]}}",False
mmlu_15,gemini-3.1-flash-lite,107,1,2305,D,True
mmlu_16,gemini-3.1-flash-lite,356,1,5023,A,True
mmlu_17,gemini-3.1-flash-lite,70,1,4311,D,True
mmlu_18,gemini-3.1-flash-lite,96,1,2836,C,True
mmlu_19,gemini-3.1-flash-lite,117,1,2756,A,True
mmlu_20,gemini-3.1-flash-lite,73,1,4355,D,True
mmlu_21,gemini-3.1-flash-lite,666,1,3135,A,True
mmlu_22,gemini-3.1-flash-lite,134,1,5257,C,True
mmlu_23,gemini-3.1-flash-lite,91,1,2701,B,True
mmlu_24,gemini-3.1-flash-lite,71,1,4938,A,True
mmlu_25,gemini-3.1-flash-lite,77,1,4445,D,True
mmlu_26,gemini-3.1-flash-lite,172,1,5237,B,False
mmlu_27,gemini-3.1-flash-lite,89,1,4959,D,True
mmlu_28,gemini-3.1-flash-lite,188,1,4995,C,False
mmlu_29,gemini-3.1-flash-lite,105,1,6989,C,True
mmlu_30,gemini-3.1-flash-lite,73,1,4343,D,True
mmlu_31,gemini-3.1-flash-lite,83,1,4662,B,True
mmlu_32,gemini-3.1-flash-lite,159,1,4442,C,True
mmlu_33,gemini-3.1-flash-lite,71,1,2753,C,True
mmlu_34,gemini-3.1-flash-lite,251,1,7090,C,True
mmlu_35,gemini-3.1-flash-lite,100,1,3934,D,True
mmlu_36,gemini-3.1-flash-lite,201,1,2506,B,True
mmlu_37,gemini-3.1-flash-lite,176,1,3976,C,True
mmlu_38,gemini-3.1-flash-lite,90,1,2106,C,True
mmlu_39,gemini-3.1-flash-lite,86,1,5432,B,True
mmlu_40,gemini-3.1-flash-lite,129,1,2617,D,True
mmlu_41,gemini-3.1-flash-lite,115,1,4563,C,True
mmlu_42,gemini-3.1-flash-lite,68,1,2933,D,True
mmlu_43,gemini-3.1-flash-lite,105,1,528,C,True
mmlu_44,gemini-3.1-flash-lite,57,1,481,C,True
mmlu_45,gemini-3.1-flash-lite,58,1,1440,B,True
mmlu_46,gemini-3.1-flash-lite,83,1,916,C,False
mmlu_47,gemini-3.1-flash-lite,77,1,684,A,True
mmlu_48,gemini-3.1-flash-lite,186,1,469,D,True
mmlu_49,gemini-3.1-flash-lite,246,1,725,C,True
mmlu_50,gemini-3.1-flash-lite,80,1,527,D,True
mmlu_51,gemini-3.1-flash-lite,73,1,716,B,True
mmlu_52,gemini-3.1-flash-lite,184,1,481,A,True
mmlu_53,gemini-3.1-flash-lite,66,1,418,A,True
mmlu_54,gemini-3.1-flash-lite,194,1,555,D,True
mmlu_55,gemini-3.1-flash-lite,124,1,487,A,True
mmlu_56,gemini-3.1-flash-lite,64,1,481,D,True
mmlu_57,gemini-3.1-flash-lite,92,1,529,C,True
mmlu_58,gemini-3.1-flash-lite,150,1,402,B,True
mmlu_59,gemini-3.1-flash-lite,107,1,477,D,True
mmlu_60,gemini-3.1-flash-lite,116,1,498,A,True
mmlu_61,gemini-3.1-flash-lite,124,1,662,A,True
mmlu_62,gemini-3.1-flash-lite,0,0,0,"ERROR: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 15, model: gemini-3.1-flash-lite\nPlease retry in 24.131228961s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-3.1-flash-lite'}, 'quotaValue': '15'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '24s'}]}}",False
mmlu_63,gemini-3.1-flash-lite,62,1,721,B,True
mmlu_64,gemini-3.1-flash-lite,0,0,0,"ERROR: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 15, model: gemini-3.1-flash-lite\nPlease retry in 2.641319495s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-3.1-flash-lite'}, 'quotaValue': '15'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '2s'}]}}",False
mmlu_65,gemini-3.1-flash-lite,62,1,697,B,True
mmlu_66,gemini-3.1-flash-lite,99,1,651,A,True
mmlu_67,gemini-3.1-flash-lite,165,1,5636,C,True
mmlu_68,gemini-3.1-flash-lite,83,1,542,B,True
mmlu_69,gemini-3.1-flash-lite,85,1,611,C,True
mmlu_70,gemini-3.1-flash-lite,110,1,683,B,True
mmlu_71,gemini-3.1-flash-lite,60,1,529,B,True
mmlu_72,gemini-3.1-flash-lite,121,1,516,D,True
mmlu_73,gemini-3.1-flash-lite,327,1,524,D,False
mmlu_74,gemini-3.1-flash-lite,133,1,528,B,True
